0.00.315.731 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.318.358 I srv    load_model: loading model '/home/quinna/models/Ornith-1.0-35B-GGUF/ornith-1.0-35b-Q4_K_M.gguf'
0.12.069.506 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 131072, kv_unified = 'true'
0.12.086.387 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.12.086.426 I srv  llama_server: model loaded
0.12.086.430 I srv  llama_server: listening on http://127.0.0.1:8091
1.52.437.259 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
46.30.862.393 I slot print_timing: id  3 | task 107216 | prompt processing, n_tokens =  12566, progress = 1.00, t =   6.58 s / 1910.86 tokens per second
46.32.919.137 I slot print_timing: id  3 | task 107216 | prompt eval time =    6708.59 ms / 12570 tokens (    0.53 ms per token,  1873.72 tokens per second)
46.32.919.140 I slot print_timing: id  3 | task 107216 |        eval time =    1924.24 ms /   138 tokens (   13.94 ms per token,    71.72 tokens per second)
46.32.919.141 I slot print_timing: id  3 | task 107216 |       total time =    8632.83 ms / 12708 tokens
46.32.919.142 I slot print_timing: id  3 | task 107216 |    graphs reused =     106386
46.32.919.588 I slot      release: id  3 | task 107216 | stop processing: n_tokens = 19247, truncated = 0
46.32.964.718 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.765 (> 0.100 thold), f_keep = 0.993
46.32.965.065 I slot launch_slot_: id  3 | task 107363 | processing task, is_child = 0
46.36.894.488 I slot print_timing: id  3 | task 107363 | prompt processing, n_tokens =   7398, progress = 0.85, t =   3.93 s / 1882.82 tokens per second
46.38.034.136 I slot print_timing: id  3 | task 107363 | prompt processing, n_tokens =   9446, progress = 0.93, t =   5.07 s / 1863.54 tokens per second
46.38.813.381 I slot print_timing: id  3 | task 107363 | prompt processing, n_tokens =  10604, progress = 0.98, t =   5.85 s / 1813.24 tokens per second
46.39.051.340 I slot print_timing: id  3 | task 107363 | prompt processing, n_tokens =  11116, progress = 1.00, t =   6.09 s / 1826.47 tokens per second
46.42.195.864 I slot print_timing: id  3 | task 107363 | n_decoded =    210, tg =  69.82 t/s, tg_3s =  69.82 t/s
46.45.209.586 I slot print_timing: id  3 | task 107363 | n_decoded =    418, tg =  69.42 t/s, tg_3s =  69.02 t/s
46.48.212.407 I slot print_timing: id  3 | task 107363 | n_decoded =    626, tg =  69.37 t/s, tg_3s =  69.27 t/s
46.51.218.006 I slot print_timing: id  3 | task 107363 | n_decoded =    835, tg =  69.41 t/s, tg_3s =  69.54 t/s
46.54.224.741 I slot print_timing: id  3 | task 107363 | n_decoded =   1043, tg =  69.36 t/s, tg_3s =  69.18 t/s
46.56.862.686 I slot print_timing: id  3 | task 107363 | prompt eval time =    6223.04 ms / 11120 tokens (    0.56 ms per token,  1786.91 tokens per second)
46.56.862.689 I slot print_timing: id  3 | task 107363 |        eval time =   17674.37 ms /  1225 tokens (   14.43 ms per token,    69.31 tokens per second)
46.56.862.690 I slot print_timing: id  3 | task 107363 |       total time =   23897.40 ms / 12345 tokens
46.56.862.691 I slot print_timing: id  3 | task 107363 |    graphs reused =     107604
46.56.863.180 I slot      release: id  3 | task 107363 | stop processing: n_tokens = 26211, truncated = 0
46.56.945.865 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.992 (> 0.100 thold), f_keep = 0.953
46.56.946.407 I slot launch_slot_: id  3 | task 108596 | processing task, is_child = 0
46.59.957.906 I slot print_timing: id  3 | task 108596 | prompt processing, n_tokens =   5459, progress = 0.98, t =   3.01 s / 1812.88 tokens per second
47.00.307.426 I slot print_timing: id  3 | task 108596 | prompt processing, n_tokens =   5893, progress = 1.00, t =   3.36 s / 1753.47 tokens per second
47.00.521.521 I slot print_timing: id  3 | task 108596 | prompt processing, n_tokens =   5971, progress = 1.00, t =   3.57 s / 1670.28 tokens per second
47.03.599.957 I slot print_timing: id  3 | task 108596 | n_decoded =    210, tg =  69.78 t/s, tg_3s =  69.78 t/s
47.06.601.167 I slot print_timing: id  3 | task 108596 | n_decoded =    418, tg =  69.55 t/s, tg_3s =  69.31 t/s
47.09.603.930 I slot print_timing: id  3 | task 108596 | n_decoded =    625, tg =  69.34 t/s, tg_3s =  68.94 t/s
47.09.776.651 I slot print_timing: id  3 | task 108596 | prompt eval time =    3644.03 ms /  5975 tokens (    0.61 ms per token,  1639.67 tokens per second)
47.09.776.653 I slot print_timing: id  3 | task 108596 |        eval time =    9185.95 ms /   637 tokens (   14.42 ms per token,    69.35 tokens per second)
47.09.776.654 I slot print_timing: id  3 | task 108596 |       total time =   12829.98 ms /  6612 tokens
47.09.776.655 I slot print_timing: id  3 | task 108596 |    graphs reused =     108237
47.09.777.153 I slot      release: id  3 | task 108596 | stop processing: n_tokens = 25828, truncated = 0
47.09.823.632 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.935 (> 0.100 thold), f_keep = 0.975
47.09.823.971 I slot launch_slot_: id  3 | task 109239 | processing task, is_child = 0
47.12.317.722 I slot print_timing: id  3 | task 109239 | prompt eval time =    1193.65 ms /  1833 tokens (    0.65 ms per token,  1535.62 tokens per second)
47.12.317.725 I slot print_timing: id  3 | task 109239 |        eval time =    1299.89 ms /    90 tokens (   14.44 ms per token,    69.24 tokens per second)
47.12.317.726 I slot print_timing: id  3 | task 109239 |       total time =    2493.55 ms /  1923 tokens
47.12.317.727 I slot print_timing: id  3 | task 109239 |    graphs reused =     108325
47.12.318.255 I slot      release: id  3 | task 109239 | stop processing: n_tokens = 27032, truncated = 0
47.12.739.327 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.986 (> 0.100 thold), f_keep = 0.997
47.12.739.727 I slot launch_slot_: id  3 | task 109333 | processing task, is_child = 0
47.17.148.007 I slot print_timing: id  3 | task 109333 | n_decoded =    208, tg =  69.02 t/s, tg_3s =  69.02 t/s
47.18.892.334 I slot print_timing: id  3 | task 109333 | prompt eval time =    1394.24 ms /  2056 tokens (    0.68 ms per token,  1474.64 tokens per second)
47.18.892.336 I slot print_timing: id  3 | task 109333 |        eval time =    4758.16 ms /   328 tokens (   14.51 ms per token,    68.93 tokens per second)
47.18.892.337 I slot print_timing: id  3 | task 109333 |       total time =    6152.40 ms /  2384 tokens
47.18.892.337 I slot print_timing: id  3 | task 109333 |    graphs reused =     108650
47.18.892.841 I slot      release: id  3 | task 109333 | stop processing: n_tokens = 27645, truncated = 0
47.18.942.351 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.989 (> 0.100 thold), f_keep = 0.988
47.18.942.860 I slot launch_slot_: id  3 | task 109665 | processing task, is_child = 0
47.22.444.193 I slot print_timing: id  3 | task 109665 | n_decoded =    207, tg =  68.68 t/s, tg_3s =  68.68 t/s
47.23.365.590 I slot print_timing: id  3 | task 109665 | prompt eval time =     487.10 ms /   595 tokens (    0.82 ms per token,  1221.51 tokens per second)
47.23.365.593 I slot print_timing: id  3 | task 109665 |        eval time =    3935.38 ms /   270 tokens (   14.58 ms per token,    68.61 tokens per second)
47.23.365.593 I slot print_timing: id  3 | task 109665 |       total time =    4422.48 ms /   865 tokens
47.23.365.594 I slot print_timing: id  3 | task 109665 |    graphs reused =     108917
47.23.366.108 I slot      release: id  3 | task 109665 | stop processing: n_tokens = 27884, truncated = 0
47.23.417.325 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.992 (> 0.100 thold), f_keep = 0.990
47.23.417.702 I slot launch_slot_: id  3 | task 109939 | processing task, is_child = 0
47.24.765.937 I slot print_timing: id  3 | task 109939 | prompt eval time =     279.02 ms /   248 tokens (    1.13 ms per token,   888.83 tokens per second)
47.24.765.940 I slot print_timing: id  3 | task 109939 |        eval time =    1069.01 ms /    74 tokens (   14.45 ms per token,    69.22 tokens per second)
47.24.765.941 I slot print_timing: id  3 | task 109939 |       total time =    1348.03 ms /   322 tokens
47.24.765.942 I slot print_timing: id  3 | task 109939 |    graphs reused =     108989
47.24.766.460 I slot      release: id  3 | task 109939 | stop processing: n_tokens = 27900, truncated = 0
47.24.818.448 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.930 (> 0.100 thold), f_keep = 0.997
47.24.818.956 I slot launch_slot_: id  3 | task 110016 | processing task, is_child = 0
47.29.161.203 I slot print_timing: id  3 | task 110016 | n_decoded =    204, tg =  67.80 t/s, tg_3s =  67.80 t/s
47.32.171.026 I slot print_timing: id  3 | task 110016 | n_decoded =    407, tg =  67.63 t/s, tg_3s =  67.45 t/s
47.35.180.556 I slot print_timing: id  3 | task 110016 | n_decoded =    610, tg =  67.57 t/s, tg_3s =  67.45 t/s
47.38.187.425 I slot print_timing: id  3 | task 110016 | n_decoded =    813, tg =  67.55 t/s, tg_3s =  67.51 t/s
47.41.197.971 I slot print_timing: id  3 | task 110016 | n_decoded =   1015, tg =  67.46 t/s, tg_3s =  67.10 t/s
47.44.207.043 I slot print_timing: id  3 | task 110016 | n_decoded =   1216, tg =  67.35 t/s, tg_3s =  66.80 t/s
47.47.219.241 I slot print_timing: id  3 | task 110016 | n_decoded =   1417, tg =  67.26 t/s, tg_3s =  66.73 t/s
47.50.232.945 I slot print_timing: id  3 | task 110016 | n_decoded =   1618, tg =  67.19 t/s, tg_3s =  66.70 t/s
47.53.232.979 I slot print_timing: id  3 | task 110016 | n_decoded =   1818, tg =  67.13 t/s, tg_3s =  66.67 t/s
47.56.242.095 I slot print_timing: id  3 | task 110016 | n_decoded =   2018, tg =  67.07 t/s, tg_3s =  66.46 t/s
47.59.250.231 I slot print_timing: id  3 | task 110016 | n_decoded =   2218, tg =  67.01 t/s, tg_3s =  66.49 t/s
48.02.255.728 I slot print_timing: id  3 | task 110016 | n_decoded =   2417, tg =  66.95 t/s, tg_3s =  66.21 t/s
48.04.501.379 I slot print_timing: id  3 | task 110016 | prompt eval time =    1333.41 ms /  2130 tokens (    0.63 ms per token,  1597.41 tokens per second)
48.04.501.382 I slot print_timing: id  3 | task 110016 |        eval time =   38348.81 ms /  2565 tokens (   14.95 ms per token,    66.89 tokens per second)
48.04.501.383 I slot print_timing: id  3 | task 110016 |       total time =   39682.22 ms /  4695 tokens
48.04.501.384 I slot print_timing: id  3 | task 110016 |    graphs reused =     111542
48.04.501.933 I slot      release: id  3 | task 110016 | stop processing: n_tokens = 32485, truncated = 0
48.04.559.059 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.943 (> 0.100 thold), f_keep = 0.921
48.04.559.422 I slot launch_slot_: id  3 | task 112585 | processing task, is_child = 0
48.08.006.536 I slot print_timing: id  3 | task 112585 | prompt eval time =    2423.29 ms /  3829 tokens (    0.63 ms per token,  1580.08 tokens per second)
48.08.006.539 I slot print_timing: id  3 | task 112585 |        eval time =    1023.61 ms /    69 tokens (   14.83 ms per token,    67.41 tokens per second)
48.08.006.540 I slot print_timing: id  3 | task 112585 |       total time =    3446.90 ms /  3898 tokens
48.08.006.541 I slot print_timing: id  3 | task 112585 |    graphs reused =     111608
48.08.007.116 I slot      release: id  3 | task 112585 | stop processing: n_tokens = 31781, truncated = 0
48.08.064.817 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.946 (> 0.100 thold), f_keep = 0.998
48.08.065.148 I slot launch_slot_: id  3 | task 112659 | processing task, is_child = 0
48.12.394.405 I slot print_timing: id  3 | task 112659 | n_decoded =    200, tg =  66.58 t/s, tg_3s =  66.58 t/s
48.15.399.275 I slot print_timing: id  3 | task 112659 | n_decoded =    398, tg =  66.24 t/s, tg_3s =  65.89 t/s
48.18.187.558 I slot print_timing: id  3 | task 112659 | prompt eval time =    1325.31 ms /  1861 tokens (    0.71 ms per token,  1404.20 tokens per second)
48.18.187.560 I slot print_timing: id  3 | task 112659 |        eval time =    8796.87 ms /   581 tokens (   15.14 ms per token,    66.05 tokens per second)
48.18.187.561 I slot print_timing: id  3 | task 112659 |       total time =   10122.19 ms /  2442 tokens
48.18.187.562 I slot print_timing: id  3 | task 112659 |    graphs reused =     112185
48.18.188.148 I slot      release: id  3 | task 112659 | stop processing: n_tokens = 34118, truncated = 0
48.18.249.382 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.983 (> 0.100 thold), f_keep = 0.983
48.18.249.901 I slot launch_slot_: id  3 | task 113244 | processing task, is_child = 0
48.21.400.077 I slot print_timing: id  3 | task 113244 | prompt eval time =    1541.32 ms /  2355 tokens (    0.65 ms per token,  1527.91 tokens per second)
48.21.400.080 I slot print_timing: id  3 | task 113244 |        eval time =    1608.63 ms /   107 tokens (   15.03 ms per token,    66.52 tokens per second)
48.21.400.080 I slot print_timing: id  3 | task 113244 |       total time =    3149.95 ms /  2462 tokens
48.21.400.081 I slot print_timing: id  3 | task 113244 |    graphs reused =     112290
48.21.400.657 I slot      release: id  3 | task 113244 | stop processing: n_tokens = 34217, truncated = 0
48.21.568.593 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 0.997
48.21.568.943 I slot launch_slot_: id  3 | task 113355 | processing task, is_child = 0
48.24.804.310 I slot print_timing: id  3 | task 113355 | n_decoded =    198, tg =  65.95 t/s, tg_3s =  65.95 t/s
48.27.811.113 I slot print_timing: id  3 | task 113355 | n_decoded =    395, tg =  65.73 t/s, tg_3s =  65.52 t/s
48.29.830.737 I slot print_timing: id  3 | task 113355 | prompt eval time =     232.89 ms /   139 tokens (    1.68 ms per token,   596.84 tokens per second)
48.29.830.739 I slot print_timing: id  3 | task 113355 |        eval time =    8028.69 ms /   527 tokens (   15.23 ms per token,    65.64 tokens per second)
48.29.830.740 I slot print_timing: id  3 | task 113355 |       total time =    8261.58 ms /   666 tokens
48.29.830.741 I slot print_timing: id  3 | task 113355 |    graphs reused =     112813
48.29.831.332 I slot      release: id  3 | task 113355 | stop processing: n_tokens = 34740, truncated = 0
48.29.894.384 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 0.985
48.29.894.753 I slot launch_slot_: id  3 | task 113885 | processing task, is_child = 0
48.31.729.252 I slot print_timing: id  3 | task 113885 | prompt eval time =     473.45 ms /   441 tokens (    1.07 ms per token,   931.47 tokens per second)
48.31.729.255 I slot print_timing: id  3 | task 113885 |        eval time =    1360.83 ms /    89 tokens (   15.29 ms per token,    65.40 tokens per second)
48.31.729.255 I slot print_timing: id  3 | task 113885 |       total time =    1834.28 ms /   530 tokens
48.31.729.256 I slot print_timing: id  3 | task 113885 |    graphs reused =     112900
48.31.729.829 I slot      release: id  3 | task 113885 | stop processing: n_tokens = 34719, truncated = 0
48.31.792.406 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 0.997
48.31.792.725 I slot launch_slot_: id  3 | task 113977 | processing task, is_child = 0
48.33.870.362 I slot print_timing: id  3 | task 113977 | prompt eval time =     498.97 ms /   574 tokens (    0.87 ms per token,  1150.37 tokens per second)
48.33.870.364 I slot print_timing: id  3 | task 113977 |        eval time =    1578.45 ms /   104 tokens (   15.18 ms per token,    65.89 tokens per second)
48.33.870.365 I slot print_timing: id  3 | task 113977 |       total time =    2077.42 ms /   678 tokens
48.33.870.366 I slot print_timing: id  3 | task 113977 |    graphs reused =     113001
48.33.870.951 I slot      release: id  3 | task 113977 | stop processing: n_tokens = 35169, truncated = 0
48.34.211.863 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 0.997
48.34.212.257 I slot launch_slot_: id  3 | task 114085 | processing task, is_child = 0
48.35.988.439 I slot print_timing: id  3 | task 114085 | prompt eval time =     429.92 ms /   494 tokens (    0.87 ms per token,  1149.05 tokens per second)
48.35.988.442 I slot print_timing: id  3 | task 114085 |        eval time =    1346.04 ms /    89 tokens (   15.12 ms per token,    66.12 tokens per second)
48.35.988.442 I slot print_timing: id  3 | task 114085 |       total time =    1775.96 ms /   583 tokens
48.35.988.444 I slot print_timing: id  3 | task 114085 |    graphs reused =     113088
48.35.989.039 I slot      release: id  3 | task 114085 | stop processing: n_tokens = 35270, truncated = 0
48.36.079.309 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.978 (> 0.100 thold), f_keep = 0.997
48.36.079.696 I slot launch_slot_: id  3 | task 114177 | processing task, is_child = 0
48.37.913.158 I slot print_timing: id  3 | task 114177 | prompt eval time =     725.66 ms /   819 tokens (    0.89 ms per token,  1128.62 tokens per second)
48.37.913.161 I slot print_timing: id  3 | task 114177 |        eval time =    1107.58 ms /    73 tokens (   15.17 ms per token,    65.91 tokens per second)
48.37.913.162 I slot print_timing: id  3 | task 114177 |       total time =    1833.24 ms /   892 tokens
48.37.913.163 I slot print_timing: id  3 | task 114177 |    graphs reused =     113159
48.37.913.768 I slot      release: id  3 | task 114177 | stop processing: n_tokens = 36034, truncated = 0
48.37.980.261 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 0.998
48.37.980.798 I slot launch_slot_: id  3 | task 114254 | processing task, is_child = 0
48.41.007.056 I slot print_timing: id  3 | task 114254 | prompt eval time =     617.68 ms /   769 tokens (    0.80 ms per token,  1244.98 tokens per second)
48.41.007.059 I slot print_timing: id  3 | task 114254 |        eval time =    2408.36 ms /   156 tokens (   15.44 ms per token,    64.77 tokens per second)
48.41.007.059 I slot print_timing: id  3 | task 114254 |       total time =    3026.04 ms /   925 tokens
48.41.007.060 I slot print_timing: id  3 | task 114254 |    graphs reused =     113312
48.41.007.657 I slot      release: id  3 | task 114254 | stop processing: n_tokens = 36175, truncated = 0
48.41.079.684 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.996 (> 0.100 thold), f_keep = 0.996
48.41.080.058 I slot launch_slot_: id  3 | task 114414 | processing task, is_child = 0
48.43.307.915 I slot print_timing: id  3 | task 114414 | prompt eval time =     286.31 ms /   145 tokens (    1.97 ms per token,   506.44 tokens per second)
48.43.307.919 I slot print_timing: id  3 | task 114414 |        eval time =    1941.31 ms /   127 tokens (   15.29 ms per token,    65.42 tokens per second)
48.43.307.920 I slot print_timing: id  3 | task 114414 |       total time =    2227.62 ms /   272 tokens
48.43.307.921 I slot print_timing: id  3 | task 114414 |    graphs reused =     113437
48.43.308.518 I slot      release: id  3 | task 114414 | stop processing: n_tokens = 36278, truncated = 0
48.43.403.034 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.959 (> 0.100 thold), f_keep = 0.996
48.43.403.372 I slot launch_slot_: id  3 | task 114544 | processing task, is_child = 0
48.47.483.856 I slot print_timing: id  3 | task 114544 | n_decoded =    195, tg =  64.81 t/s, tg_3s =  64.81 t/s
48.48.524.657 I slot print_timing: id  3 | task 114544 | prompt eval time =    1071.59 ms /  1611 tokens (    0.67 ms per token,  1503.38 tokens per second)
48.48.524.659 I slot print_timing: id  3 | task 114544 |        eval time =    4049.48 ms /   262 tokens (   15.46 ms per token,    64.70 tokens per second)
48.48.524.659 I slot print_timing: id  3 | task 114544 |       total time =    5121.07 ms /  1873 tokens
48.48.524.660 I slot print_timing: id  3 | task 114544 |    graphs reused =     113696
48.48.525.290 I slot      release: id  3 | task 114544 | stop processing: n_tokens = 37967, truncated = 0
48.48.846.972 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.986 (> 0.100 thold), f_keep = 0.993
48.48.847.337 I slot launch_slot_: id  3 | task 114810 | processing task, is_child = 0
48.53.502.645 I slot print_timing: id  3 | task 114810 | n_decoded =    194, tg =  64.46 t/s, tg_3s =  64.46 t/s
48.56.503.467 I slot print_timing: id  3 | task 114810 | n_decoded =    386, tg =  64.22 t/s, tg_3s =  63.98 t/s
48.59.512.595 I slot print_timing: id  3 | task 114810 | n_decoded =    579, tg =  64.19 t/s, tg_3s =  64.14 t/s
49.02.513.406 I slot print_timing: id  3 | task 114810 | n_decoded =    771, tg =  64.14 t/s, tg_3s =  63.98 t/s
49.05.520.294 I slot print_timing: id  3 | task 114810 | n_decoded =    963, tg =  64.08 t/s, tg_3s =  63.85 t/s
49.08.523.365 I slot print_timing: id  3 | task 114810 | n_decoded =   1155, tg =  64.06 t/s, tg_3s =  63.93 t/s
49.11.531.981 I slot print_timing: id  3 | task 114810 | n_decoded =   1347, tg =  64.02 t/s, tg_3s =  63.82 t/s
49.14.532.077 I slot print_timing: id  3 | task 114810 | n_decoded =   1538, tg =  63.98 t/s, tg_3s =  63.66 t/s
49.17.546.206 I slot print_timing: id  3 | task 114810 | n_decoded =   1730, tg =  63.95 t/s, tg_3s =  63.70 t/s
49.20.551.309 I slot print_timing: id  3 | task 114810 | n_decoded =   1921, tg =  63.91 t/s, tg_3s =  63.56 t/s
49.23.566.392 I slot print_timing: id  3 | task 114810 | n_decoded =   2112, tg =  63.86 t/s, tg_3s =  63.35 t/s
49.26.567.322 I slot print_timing: id  3 | task 114810 | n_decoded =   2302, tg =  63.81 t/s, tg_3s =  63.31 t/s
49.29.570.184 I slot print_timing: id  3 | task 114810 | n_decoded =   2492, tg =  63.77 t/s, tg_3s =  63.27 t/s
49.32.577.328 I slot print_timing: id  3 | task 114810 | n_decoded =   2682, tg =  63.73 t/s, tg_3s =  63.18 t/s
49.35.589.145 I slot print_timing: id  3 | task 114810 | n_decoded =   2872, tg =  63.69 t/s, tg_3s =  63.08 t/s
49.38.603.216 I slot print_timing: id  3 | task 114810 | n_decoded =   3062, tg =  63.65 t/s, tg_3s =  63.04 t/s
49.41.615.250 I slot print_timing: id  3 | task 114810 | n_decoded =   3252, tg =  63.61 t/s, tg_3s =  63.08 t/s
49.41.916.423 I slot print_timing: id  3 | task 114810 | prompt eval time =    1645.36 ms /  1979 tokens (    0.83 ms per token,  1202.78 tokens per second)
49.41.916.426 I slot print_timing: id  3 | task 114810 |        eval time =   51423.50 ms /  3271 tokens (   15.72 ms per token,    63.61 tokens per second)
49.41.916.426 I slot print_timing: id  3 | task 114810 |       total time =   53068.86 ms /  5250 tokens
49.41.916.427 I slot print_timing: id  3 | task 114810 |    graphs reused =     116952
49.41.917.056 I slot      release: id  3 | task 114810 | stop processing: n_tokens = 41511, truncated = 0
49.41.990.169 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.925 (> 0.100 thold), f_keep = 0.921
49.41.990.502 I slot launch_slot_: id  3 | task 118085 | processing task, is_child = 0
49.45.353.444 I slot print_timing: id  3 | task 118085 | prompt eval time =    2234.57 ms /  3520 tokens (    0.63 ms per token,  1575.24 tokens per second)
49.45.353.449 I slot print_timing: id  3 | task 118085 |        eval time =    1128.15 ms /    71 tokens (   15.89 ms per token,    62.94 tokens per second)
49.45.353.449 I slot print_timing: id  3 | task 118085 |       total time =    3362.72 ms /  3591 tokens
49.45.353.450 I slot print_timing: id  3 | task 118085 |    graphs reused =     117021
49.45.354.147 I slot      release: id  3 | task 118085 | stop processing: n_tokens = 41389, truncated = 0
49.45.434.048 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 0.998
49.45.434.490 I slot launch_slot_: id  3 | task 118161 | processing task, is_child = 0
49.48.699.298 I slot print_timing: id  3 | task 118161 | n_decoded =    190, tg =  63.26 t/s, tg_3s =  63.26 t/s
49.49.002.191 I slot print_timing: id  3 | task 118161 | prompt eval time =     261.13 ms /   146 tokens (    1.79 ms per token,   559.10 tokens per second)
49.49.002.193 I slot print_timing: id  3 | task 118161 |        eval time =    3306.34 ms /   209 tokens (   15.82 ms per token,    63.21 tokens per second)
49.49.002.193 I slot print_timing: id  3 | task 118161 |       total time =    3567.48 ms /   355 tokens
49.49.002.194 I slot print_timing: id  3 | task 118161 |    graphs reused =     117227
49.49.002.885 I slot      release: id  3 | task 118161 | stop processing: n_tokens = 41632, truncated = 0
49.49.276.954 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.967 (> 0.100 thold), f_keep = 0.995
49.49.277.323 I slot launch_slot_: id  3 | task 118373 | processing task, is_child = 0
49.53.467.430 I slot print_timing: id  3 | task 118373 | n_decoded =    189, tg =  62.99 t/s, tg_3s =  62.99 t/s
49.53.787.837 I slot print_timing: id  3 | task 118373 | prompt eval time =    1189.18 ms /  1478 tokens (    0.80 ms per token,  1242.88 tokens per second)
49.53.787.839 I slot print_timing: id  3 | task 118373 |        eval time =    3321.11 ms /   209 tokens (   15.89 ms per token,    62.93 tokens per second)
49.53.787.840 I slot print_timing: id  3 | task 118373 |       total time =    4510.28 ms /  1687 tokens
49.53.787.841 I slot print_timing: id  3 | task 118373 |    graphs reused =     117433
49.53.788.548 I slot      release: id  3 | task 118373 | stop processing: n_tokens = 43057, truncated = 0
49.53.886.581 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.971 (> 0.100 thold), f_keep = 0.995
49.53.886.919 I slot launch_slot_: id  3 | task 118586 | processing task, is_child = 0
49.58.615.762 I slot print_timing: id  3 | task 118586 | n_decoded =    188, tg =  62.51 t/s, tg_3s =  62.51 t/s
50.01.628.747 I slot print_timing: id  3 | task 118586 | n_decoded =    376, tg =  62.45 t/s, tg_3s =  62.40 t/s
50.04.637.696 I slot print_timing: id  3 | task 118586 | n_decoded =    563, tg =  62.35 t/s, tg_3s =  62.15 t/s
50.07.642.840 I slot print_timing: id  3 | task 118586 | n_decoded =    749, tg =  62.24 t/s, tg_3s =  61.89 t/s
50.10.652.269 I slot print_timing: id  3 | task 118586 | n_decoded =    935, tg =  62.15 t/s, tg_3s =  61.81 t/s
50.13.665.873 I slot print_timing: id  3 | task 118586 | n_decoded =   1121, tg =  62.08 t/s, tg_3s =  61.72 t/s
50.14.118.389 I slot print_timing: id  3 | task 118586 | prompt eval time =    1720.89 ms /  2612 tokens (    0.66 ms per token,  1517.82 tokens per second)
50.14.118.392 I slot print_timing: id  3 | task 118586 |        eval time =   18510.35 ms /  1149 tokens (   16.11 ms per token,    62.07 tokens per second)
50.14.118.392 I slot print_timing: id  3 | task 118586 |       total time =   20231.24 ms /  3761 tokens
50.14.118.393 I slot print_timing: id  3 | task 118586 |    graphs reused =     118576
50.14.119.117 I slot      release: id  3 | task 118586 | stop processing: n_tokens = 45256, truncated = 0
50.14.201.714 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 0.975
50.14.202.265 I slot launch_slot_: id  3 | task 119739 | processing task, is_child = 0
50.17.317.880 I slot print_timing: id  3 | task 119739 | prompt eval time =    1240.33 ms /  1764 tokens (    0.70 ms per token,  1422.21 tokens per second)
50.17.317.883 I slot print_timing: id  3 | task 119739 |        eval time =    1875.05 ms /   117 tokens (   16.03 ms per token,    62.40 tokens per second)
50.17.317.883 I slot print_timing: id  3 | task 119739 |       total time =    3115.38 ms /  1881 tokens
50.17.317.884 I slot print_timing: id  3 | task 119739 |    graphs reused =     118691
50.17.318.616 I slot      release: id  3 | task 119739 | stop processing: n_tokens = 44771, truncated = 0
50.17.594.519 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.980 (> 0.100 thold), f_keep = 0.997
50.17.594.874 I slot launch_slot_: id  3 | task 119860 | processing task, is_child = 0
50.21.346.074 I slot print_timing: id  3 | task 119860 | n_decoded =    186, tg =  61.91 t/s, tg_3s =  61.91 t/s
50.24.356.421 I slot print_timing: id  3 | task 119860 | n_decoded =    371, tg =  61.68 t/s, tg_3s =  61.45 t/s
